Code Pays,Pays,Élément,Produit,Valeur
2,Afghanistan,Importations - Quantité(Tonnes),Viande de Volailles,29000.0
2,Afghanistan,Disponibilité intérieure(Tonnes),Viande de Volailles,57000.0
2,Afghanistan,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,1.53
202,Afrique du Sud,Importations - Quantité(Tonnes),Viande de Volailles,514000.0
202,Afrique du Sud,Exportations - Quantité(Tonnes),Viande de Volailles,63000.0
202,Afrique du Sud,Disponibilité intérieure(Tonnes),Viande de Volailles,2118000.0
202,Afrique du Sud,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,35.69
3,Albanie,Importations - Quantité(Tonnes),Viande de Volailles,38000.0
3,Albanie,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
3,Albanie,Disponibilité intérieure(Tonnes),Viande de Volailles,47000.0
3,Albanie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,16.36
4,Algérie,Importations - Quantité(Tonnes),Viande de Volailles,2000.0
4,Algérie,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
4,Algérie,Disponibilité intérieure(Tonnes),Viande de Volailles,277000.0
4,Algérie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,6.38
79,Allemagne,Importations - Quantité(Tonnes),Viande de Volailles,842000.0
79,Allemagne,Exportations - Quantité(Tonnes),Viande de Volailles,646000.0
79,Allemagne,Disponibilité intérieure(Tonnes),Viande de Volailles,1739000.0
79,Allemagne,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,19.47
7,Angola,Importations - Quantité(Tonnes),Viande de Volailles,277000.0
7,Angola,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
7,Angola,Disponibilité intérieure(Tonnes),Viande de Volailles,319000.0
7,Angola,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,10.56
8,Antigua-et-Barbuda,Importations - Quantité(Tonnes),Viande de Volailles,7000.0
8,Antigua-et-Barbuda,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
8,Antigua-et-Barbuda,Disponibilité intérieure(Tonnes),Viande de Volailles,7000.0
8,Antigua-et-Barbuda,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,54.1
194,Arabie saoudite,Importations - Quantité(Tonnes),Viande de Volailles,722000.0
194,Arabie saoudite,Exportations - Quantité(Tonnes),Viande de Volailles,10000.0
194,Arabie saoudite,Disponibilité intérieure(Tonnes),Viande de Volailles,1435000.0
194,Arabie saoudite,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,43.36
9,Argentine,Importations - Quantité(Tonnes),Viande de Volailles,8000.0
9,Argentine,Exportations - Quantité(Tonnes),Viande de Volailles,207000.0
9,Argentine,Disponibilité intérieure(Tonnes),Viande de Volailles,1962000.0
9,Argentine,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,42.24
1,Arménie,Importations - Quantité(Tonnes),Viande de Volailles,35000.0
1,Arménie,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
1,Arménie,Disponibilité intérieure(Tonnes),Viande de Volailles,47000.0
1,Arménie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,16.06
10,Australie,Importations - Quantité(Tonnes),Viande de Volailles,16000.0
10,Australie,Exportations - Quantité(Tonnes),Viande de Volailles,42000.0
10,Australie,Disponibilité intérieure(Tonnes),Viande de Volailles,1171000.0
10,Australie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,47.65
11,Autriche,Importations - Quantité(Tonnes),Viande de Volailles,110000.0
11,Autriche,Exportations - Quantité(Tonnes),Viande de Volailles,78000.0
11,Autriche,Disponibilité intérieure(Tonnes),Viande de Volailles,173000.0
11,Autriche,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,18.2
52,Azerbaïdjan,Importations - Quantité(Tonnes),Viande de Volailles,27000.0
52,Azerbaïdjan,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
52,Azerbaïdjan,Disponibilité intérieure(Tonnes),Viande de Volailles,129000.0
52,Azerbaïdjan,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,13.11
12,Bahamas,Importations - Quantité(Tonnes),Viande de Volailles,24000.0
12,Bahamas,Disponibilité intérieure(Tonnes),Viande de Volailles,26000.0
12,Bahamas,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,43.17
16,Bangladesh,Importations - Quantité(Tonnes),Viande de Volailles,0.0
16,Bangladesh,Disponibilité intérieure(Tonnes),Viande de Volailles,250000.0
16,Bangladesh,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,1.5
14,Barbade,Importations - Quantité(Tonnes),Viande de Volailles,2000.0
14,Barbade,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
14,Barbade,Disponibilité intérieure(Tonnes),Viande de Volailles,17000.0
14,Barbade,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,46.78
57,Bélarus,Importations - Quantité(Tonnes),Viande de Volailles,21000.0
57,Bélarus,Exportations - Quantité(Tonnes),Viande de Volailles,152000.0
57,Bélarus,Disponibilité intérieure(Tonnes),Viande de Volailles,265000.0
57,Bélarus,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,27.98
255,Belgique,Importations - Quantité(Tonnes),Viande de Volailles,338000.0
255,Belgique,Exportations - Quantité(Tonnes),Viande de Volailles,656000.0
255,Belgique,Disponibilité intérieure(Tonnes),Viande de Volailles,152000.0
255,Belgique,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,12.65
23,Belize,Importations - Quantité(Tonnes),Viande de Volailles,0.0
23,Belize,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
23,Belize,Disponibilité intérieure(Tonnes),Viande de Volailles,19000.0
23,Belize,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,25.69
53,Bénin,Importations - Quantité(Tonnes),Viande de Volailles,123000.0
53,Bénin,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
53,Bénin,Disponibilité intérieure(Tonnes),Viande de Volailles,161000.0
53,Bénin,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,14.4
19,Bolivie (État plurinational de),Importations - Quantité(Tonnes),Viande de Volailles,1000.0
19,Bolivie (État plurinational de),Exportations - Quantité(Tonnes),Viande de Volailles,1000.0
19,Bolivie (État plurinational de),Disponibilité intérieure(Tonnes),Viande de Volailles,429000.0
19,Bolivie (État plurinational de),Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,36.0
80,Bosnie-Herzégovine,Importations - Quantité(Tonnes),Viande de Volailles,10000.0
80,Bosnie-Herzégovine,Exportations - Quantité(Tonnes),Viande de Volailles,8000.0
80,Bosnie-Herzégovine,Disponibilité intérieure(Tonnes),Viande de Volailles,55000.0
80,Bosnie-Herzégovine,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,16.7
20,Botswana,Importations - Quantité(Tonnes),Viande de Volailles,3000.0
20,Botswana,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
20,Botswana,Disponibilité intérieure(Tonnes),Viande de Volailles,7000.0
20,Botswana,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,3.39
21,Brésil,Importations - Quantité(Tonnes),Viande de Volailles,3000.0
21,Brésil,Exportations - Quantité(Tonnes),Viande de Volailles,4223000.0
21,Brésil,Disponibilité intérieure(Tonnes),Viande de Volailles,9982000.0
21,Brésil,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,48.03
27,Bulgarie,Importations - Quantité(Tonnes),Viande de Volailles,108000.0
27,Bulgarie,Exportations - Quantité(Tonnes),Viande de Volailles,45000.0
27,Bulgarie,Disponibilité intérieure(Tonnes),Viande de Volailles,157000.0
27,Bulgarie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,22.06
233,Burkina Faso,Importations - Quantité(Tonnes),Viande de Volailles,0.0
233,Burkina Faso,Disponibilité intérieure(Tonnes),Viande de Volailles,46000.0
233,Burkina Faso,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,2.27
35,Cabo Verde,Importations - Quantité(Tonnes),Viande de Volailles,12000.0
35,Cabo Verde,Disponibilité intérieure(Tonnes),Viande de Volailles,10000.0
35,Cabo Verde,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,17.62
115,Cambodge,Importations - Quantité(Tonnes),Viande de Volailles,10000.0
115,Cambodge,Disponibilité intérieure(Tonnes),Viande de Volailles,38000.0
115,Cambodge,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,2.34
32,Cameroun,Importations - Quantité(Tonnes),Viande de Volailles,0.0
32,Cameroun,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
32,Cameroun,Disponibilité intérieure(Tonnes),Viande de Volailles,82000.0
32,Cameroun,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,3.16
33,Canada,Importations - Quantité(Tonnes),Viande de Volailles,182000.0
33,Canada,Exportations - Quantité(Tonnes),Viande de Volailles,163000.0
33,Canada,Disponibilité intérieure(Tonnes),Viande de Volailles,1433000.0
33,Canada,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,39.02
40,Chili,Importations - Quantité(Tonnes),Viande de Volailles,155000.0
40,Chili,Exportations - Quantité(Tonnes),Viande de Volailles,115000.0
40,Chili,Disponibilité intérieure(Tonnes),Viande de Volailles,672000.0
40,Chili,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,36.36
96,Chine - RAS de Hong-Kong,Importations - Quantité(Tonnes),Viande de Volailles,907000.0
96,Chine - RAS de Hong-Kong,Exportations - Quantité(Tonnes),Viande de Volailles,663000.0
96,Chine - RAS de Hong-Kong,Disponibilité intérieure(Tonnes),Viande de Volailles,280000.0
96,Chine - RAS de Hong-Kong,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,53.51
128,Chine - RAS de Macao,Importations - Quantité(Tonnes),Viande de Volailles,23000.0
128,Chine - RAS de Macao,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
128,Chine - RAS de Macao,Disponibilité intérieure(Tonnes),Viande de Volailles,19000.0
128,Chine - RAS de Macao,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,34.47
41,"Chine, continentale",Importations - Quantité(Tonnes),Viande de Volailles,452000.0
41,"Chine, continentale",Exportations - Quantité(Tonnes),Viande de Volailles,576000.0
41,"Chine, continentale",Disponibilité intérieure(Tonnes),Viande de Volailles,18161000.0
41,"Chine, continentale",Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,12.33
214,"Chine, Taiwan Province de",Importations - Quantité(Tonnes),Viande de Volailles,161000.0
214,"Chine, Taiwan Province de",Exportations - Quantité(Tonnes),Viande de Volailles,8000.0
214,"Chine, Taiwan Province de",Disponibilité intérieure(Tonnes),Viande de Volailles,785000.0
214,"Chine, Taiwan Province de",Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,33.17
50,Chypre,Importations - Quantité(Tonnes),Viande de Volailles,14000.0
50,Chypre,Exportations - Quantité(Tonnes),Viande de Volailles,1000.0
50,Chypre,Disponibilité intérieure(Tonnes),Viande de Volailles,38000.0
50,Chypre,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,25.08
44,Colombie,Importations - Quantité(Tonnes),Viande de Volailles,78000.0
44,Colombie,Exportations - Quantité(Tonnes),Viande de Volailles,2000.0
44,Colombie,Disponibilité intérieure(Tonnes),Viande de Volailles,1643000.0
44,Colombie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,31.99
46,Congo,Importations - Quantité(Tonnes),Viande de Volailles,104000.0
46,Congo,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
46,Congo,Disponibilité intérieure(Tonnes),Viande de Volailles,110000.0
46,Congo,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,21.53
48,Costa Rica,Importations - Quantité(Tonnes),Viande de Volailles,17000.0
48,Costa Rica,Exportations - Quantité(Tonnes),Viande de Volailles,3000.0
48,Costa Rica,Disponibilité intérieure(Tonnes),Viande de Volailles,134000.0
48,Costa Rica,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,26.52
107,Côte d'Ivoire,Importations - Quantité(Tonnes),Viande de Volailles,7000.0
107,Côte d'Ivoire,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
107,Côte d'Ivoire,Disponibilité intérieure(Tonnes),Viande de Volailles,65000.0
107,Côte d'Ivoire,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,2.53
98,Croatie,Importations - Quantité(Tonnes),Viande de Volailles,24000.0
98,Croatie,Exportations - Quantité(Tonnes),Viande de Volailles,17000.0
98,Croatie,Disponibilité intérieure(Tonnes),Viande de Volailles,45000.0
98,Croatie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,10.77
49,Cuba,Importations - Quantité(Tonnes),Viande de Volailles,312000.0
49,Cuba,Disponibilité intérieure(Tonnes),Viande de Volailles,342000.0
49,Cuba,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,23.72
54,Danemark,Importations - Quantité(Tonnes),Viande de Volailles,133000.0
54,Danemark,Exportations - Quantité(Tonnes),Viande de Volailles,139000.0
54,Danemark,Disponibilité intérieure(Tonnes),Viande de Volailles,167000.0
54,Danemark,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,28.98
72,Djibouti,Importations - Quantité(Tonnes),Viande de Volailles,3000.0
72,Djibouti,Disponibilité intérieure(Tonnes),Viande de Volailles,3000.0
72,Djibouti,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,2.68
55,Dominique,Importations - Quantité(Tonnes),Viande de Volailles,4000.0
55,Dominique,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
55,Dominique,Disponibilité intérieure(Tonnes),Viande de Volailles,4000.0
55,Dominique,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,35.19
59,Égypte,Importations - Quantité(Tonnes),Viande de Volailles,110000.0
59,Égypte,Exportations - Quantité(Tonnes),Viande de Volailles,1000.0
59,Égypte,Disponibilité intérieure(Tonnes),Viande de Volailles,1250000.0
59,Égypte,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,12.96
60,El Salvador,Importations - Quantité(Tonnes),Viande de Volailles,16000.0
60,El Salvador,Exportations - Quantité(Tonnes),Viande de Volailles,2000.0
60,El Salvador,Disponibilité intérieure(Tonnes),Viande de Volailles,131000.0
60,El Salvador,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,20.43
225,Émirats arabes unis,Importations - Quantité(Tonnes),Viande de Volailles,433000.0
225,Émirats arabes unis,Exportations - Quantité(Tonnes),Viande de Volailles,94000.0
225,Émirats arabes unis,Disponibilité intérieure(Tonnes),Viande de Volailles,412000.0
225,Émirats arabes unis,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,43.47
58,Équateur,Importations - Quantité(Tonnes),Viande de Volailles,0.0
58,Équateur,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
58,Équateur,Disponibilité intérieure(Tonnes),Viande de Volailles,341000.0
58,Équateur,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,19.31
203,Espagne,Importations - Quantité(Tonnes),Viande de Volailles,205000.0
203,Espagne,Exportations - Quantité(Tonnes),Viande de Volailles,212000.0
203,Espagne,Disponibilité intérieure(Tonnes),Viande de Volailles,1497000.0
203,Espagne,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,30.39
63,Estonie,Importations - Quantité(Tonnes),Viande de Volailles,21000.0
63,Estonie,Exportations - Quantité(Tonnes),Viande de Volailles,11000.0
63,Estonie,Disponibilité intérieure(Tonnes),Viande de Volailles,29000.0
63,Estonie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,21.26
209,Eswatini,Importations - Quantité(Tonnes),Viande de Volailles,2000.0
209,Eswatini,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
209,Eswatini,Disponibilité intérieure(Tonnes),Viande de Volailles,7000.0
209,Eswatini,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,6.46
231,États-Unis d'Amérique,Importations - Quantité(Tonnes),Viande de Volailles,123000.0
231,États-Unis d'Amérique,Exportations - Quantité(Tonnes),Viande de Volailles,3692000.0
231,États-Unis d'Amérique,Disponibilité intérieure(Tonnes),Viande de Volailles,18266000.0
231,États-Unis d'Amérique,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,55.68
238,Éthiopie,Importations - Quantité(Tonnes),Viande de Volailles,1000.0
238,Éthiopie,Disponibilité intérieure(Tonnes),Viande de Volailles,14000.0
238,Éthiopie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,0.13
185,Fédération de Russie,Importations - Quantité(Tonnes),Viande de Volailles,226000.0
185,Fédération de Russie,Exportations - Quantité(Tonnes),Viande de Volailles,115000.0
185,Fédération de Russie,Disponibilité intérieure(Tonnes),Viande de Volailles,4556000.0
185,Fédération de Russie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,30.98
66,Fidji,Importations - Quantité(Tonnes),Viande de Volailles,3000.0
66,Fidji,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
66,Fidji,Disponibilité intérieure(Tonnes),Viande de Volailles,26000.0
66,Fidji,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,28.02
67,Finlande,Importations - Quantité(Tonnes),Viande de Volailles,16000.0
67,Finlande,Exportations - Quantité(Tonnes),Viande de Volailles,12000.0
67,Finlande,Disponibilité intérieure(Tonnes),Viande de Volailles,111000.0
67,Finlande,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,18.76
68,France,Importations - Quantité(Tonnes),Viande de Volailles,506000.0
68,France,Exportations - Quantité(Tonnes),Viande de Volailles,501000.0
68,France,Disponibilité intérieure(Tonnes),Viande de Volailles,1573000.0
68,France,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,22.9
74,Gabon,Importations - Quantité(Tonnes),Viande de Volailles,76000.0
74,Gabon,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
74,Gabon,Disponibilité intérieure(Tonnes),Viande de Volailles,78000.0
74,Gabon,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,29.33
75,Gambie,Importations - Quantité(Tonnes),Viande de Volailles,16000.0
75,Gambie,Disponibilité intérieure(Tonnes),Viande de Volailles,8000.0
75,Gambie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,3.53
73,Géorgie,Importations - Quantité(Tonnes),Viande de Volailles,51000.0
73,Géorgie,Exportations - Quantité(Tonnes),Viande de Volailles,5000.0
73,Géorgie,Disponibilité intérieure(Tonnes),Viande de Volailles,61000.0
73,Géorgie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,15.27
81,Ghana,Importations - Quantité(Tonnes),Viande de Volailles,151000.0
81,Ghana,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
81,Ghana,Disponibilité intérieure(Tonnes),Viande de Volailles,211000.0
81,Ghana,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,7.24
84,Grèce,Importations - Quantité(Tonnes),Viande de Volailles,79000.0
84,Grèce,Exportations - Quantité(Tonnes),Viande de Volailles,29000.0
84,Grèce,Disponibilité intérieure(Tonnes),Viande de Volailles,178000.0
84,Grèce,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,15.32
86,Grenade,Importations - Quantité(Tonnes),Viande de Volailles,7000.0
86,Grenade,Disponibilité intérieure(Tonnes),Viande de Volailles,8000.0
86,Grenade,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,45.7
89,Guatemala,Importations - Quantité(Tonnes),Viande de Volailles,129000.0
89,Guatemala,Exportations - Quantité(Tonnes),Viande de Volailles,7000.0
89,Guatemala,Disponibilité intérieure(Tonnes),Viande de Volailles,357000.0
89,Guatemala,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,20.58
90,Guinée,Importations - Quantité(Tonnes),Viande de Volailles,37000.0
90,Guinée,Disponibilité intérieure(Tonnes),Viande de Volailles,50000.0
90,Guinée,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,4.08
175,Guinée-Bissau,Importations - Quantité(Tonnes),Viande de Volailles,4000.0
175,Guinée-Bissau,Disponibilité intérieure(Tonnes),Viande de Volailles,4000.0
175,Guinée-Bissau,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,2.16
91,Guyana,Importations - Quantité(Tonnes),Viande de Volailles,0.0
91,Guyana,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
91,Guyana,Disponibilité intérieure(Tonnes),Viande de Volailles,32000.0
91,Guyana,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,38.34
93,Haïti,Importations - Quantité(Tonnes),Viande de Volailles,89000.0
93,Haïti,Disponibilité intérieure(Tonnes),Viande de Volailles,98000.0
93,Haïti,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,8.91
95,Honduras,Importations - Quantité(Tonnes),Viande de Volailles,12000.0
95,Honduras,Exportations - Quantité(Tonnes),Viande de Volailles,1000.0
95,Honduras,Disponibilité intérieure(Tonnes),Viande de Volailles,205000.0
95,Honduras,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,21.73
97,Hongrie,Importations - Quantité(Tonnes),Viande de Volailles,58000.0
97,Hongrie,Exportations - Quantité(Tonnes),Viande de Volailles,210000.0
97,Hongrie,Disponibilité intérieure(Tonnes),Viande de Volailles,266000.0
97,Hongrie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,25.27
25,Îles Salomon,Importations - Quantité(Tonnes),Viande de Volailles,6000.0
25,Îles Salomon,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
25,Îles Salomon,Disponibilité intérieure(Tonnes),Viande de Volailles,3000.0
25,Îles Salomon,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,4.45
100,Inde,Importations - Quantité(Tonnes),Viande de Volailles,0.0
100,Inde,Exportations - Quantité(Tonnes),Viande de Volailles,4000.0
100,Inde,Disponibilité intérieure(Tonnes),Viande de Volailles,3661000.0
100,Inde,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,2.22
101,Indonésie,Importations - Quantité(Tonnes),Viande de Volailles,1000.0
101,Indonésie,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
101,Indonésie,Disponibilité intérieure(Tonnes),Viande de Volailles,2323000.0
101,Indonésie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,7.19
102,Iran (République islamique d'),Importations - Quantité(Tonnes),Viande de Volailles,6000.0
102,Iran (République islamique d'),Exportations - Quantité(Tonnes),Viande de Volailles,45000.0
102,Iran (République islamique d'),Disponibilité intérieure(Tonnes),Viande de Volailles,2220000.0
102,Iran (République islamique d'),Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,27.52
103,Iraq,Importations - Quantité(Tonnes),Viande de Volailles,470000.0
103,Iraq,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
103,Iraq,Disponibilité intérieure(Tonnes),Viande de Volailles,566000.0
103,Iraq,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,14.95
104,Irlande,Importations - Quantité(Tonnes),Viande de Volailles,99000.0
104,Irlande,Exportations - Quantité(Tonnes),Viande de Volailles,93000.0
104,Irlande,Disponibilité intérieure(Tonnes),Viande de Volailles,128000.0
104,Irlande,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,25.82
99,Islande,Importations - Quantité(Tonnes),Viande de Volailles,2000.0
99,Islande,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
99,Islande,Disponibilité intérieure(Tonnes),Viande de Volailles,10000.0
99,Islande,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,29.95
105,Israël,Importations - Quantité(Tonnes),Viande de Volailles,0.0
105,Israël,Exportations - Quantité(Tonnes),Viande de Volailles,3000.0
105,Israël,Disponibilité intérieure(Tonnes),Viande de Volailles,636000.0
105,Israël,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,67.39
106,Italie,Importations - Quantité(Tonnes),Viande de Volailles,97000.0
106,Italie,Exportations - Quantité(Tonnes),Viande de Volailles,183000.0
106,Italie,Disponibilité intérieure(Tonnes),Viande de Volailles,1173000.0
106,Italie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,18.88
109,Jamaïque,Importations - Quantité(Tonnes),Viande de Volailles,31000.0
109,Jamaïque,Exportations - Quantité(Tonnes),Viande de Volailles,1000.0
109,Jamaïque,Disponibilité intérieure(Tonnes),Viande de Volailles,152000.0
109,Jamaïque,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,51.1
110,Japon,Importations - Quantité(Tonnes),Viande de Volailles,1069000.0
110,Japon,Exportations - Quantité(Tonnes),Viande de Volailles,10000.0
110,Japon,Disponibilité intérieure(Tonnes),Viande de Volailles,2415000.0
110,Japon,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,18.5
112,Jordanie,Importations - Quantité(Tonnes),Viande de Volailles,64000.0
112,Jordanie,Exportations - Quantité(Tonnes),Viande de Volailles,10000.0
112,Jordanie,Disponibilité intérieure(Tonnes),Viande de Volailles,275000.0
112,Jordanie,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,28.07
108,Kazakhstan,Importations - Quantité(Tonnes),Viande de Volailles,174000.0
108,Kazakhstan,Exportations - Quantité(Tonnes),Viande de Volailles,6000.0
108,Kazakhstan,Disponibilité intérieure(Tonnes),Viande de Volailles,331000.0
108,Kazakhstan,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,18.27
114,Kenya,Importations - Quantité(Tonnes),Viande de Volailles,0.0
114,Kenya,Exportations - Quantité(Tonnes),Viande de Volailles,0.0
114,Kenya,Disponibilité intérieure(Tonnes),Viande de Volailles,35000.0
114,Kenya,Disponibilité alimentaire en quantité (kg/personne/an),Viande de Volailles,0.67
